primary_key,id_estacao,data_medicao,altura_agua,data_particao
2_2024-03-23 07:00:00,2,2024-03-23 07:00:00,0.46,2024-03-23
2_2024-03-23 07:15:00,2,2024-03-23 07:15:00,0.46,2024-03-23
2_2024-03-23 01:45:00,2,2024-03-23 01:45:00,0.67,2024-03-23
2_2024-03-23 02:30:00,2,2024-03-23 02:30:00,0.61,2024-03-23
2_2024-03-23 03:30:00,2,2024-03-23 03:30:00,0.55,2024-03-23
2_2024-03-23 04:15:00,2,2024-03-23 04:15:00,0.52,2024-03-23
2_2024-03-23 01:00:00,2,2024-03-23 01:00:00,0.74,2024-03-23
2_2024-03-23 06:00:00,2,2024-03-23 06:00:00,0.48,2024-03-23
2_2024-03-23 05:45:00,2,2024-03-23 05:45:00,0.48,2024-03-23
2_2024-03-23 08:00:00,2,2024-03-23 08:00:00,0.45,2024-03-23
2_2024-03-23 02:00:00,2,2024-03-23 02:00:00,0.65,2024-03-23
2_2024-03-23 02:45:00,2,2024-03-23 02:45:00,0.59,2024-03-23
2_2024-03-23 03:15:00,2,2024-03-23 03:15:00,0.56,2024-03-23
2_2024-03-23 04:00:00,2,2024-03-23 04:00:00,0.53,2024-03-23
2_2024-03-23 08:30:00,2,2024-03-23 08:30:00,0.45,2024-03-23
5_2024-03-23 20:00:00,5,2024-03-23 20:00:00,0.23,2024-03-23
5_2024-03-23 20:15:00,5,2024-03-23 20:15:00,0.23,2024-03-23
5_2024-03-23 19:45:00,5,2024-03-23 19:45:00,0.24,2024-03-23
5_2024-03-23 19:30:00,5,2024-03-23 19:30:00,0.24,2024-03-23
5_2024-03-23 19:00:00,5,2024-03-23 19:00:00,0.23,2024-03-23
5_2024-03-23 19:15:00,5,2024-03-23 19:15:00,0.24,2024-03-23
5_2024-03-23 18:30:00,5,2024-03-23 18:30:00,0.22,2024-03-23
5_2024-03-23 18:45:00,5,2024-03-23 18:45:00,0.23,2024-03-23
5_2024-03-23 18:15:00,5,2024-03-23 18:15:00,0.23,2024-03-23
5_2024-03-23 18:00:00,5,2024-03-23 18:00:00,0.23,2024-03-23
5_2024-03-23 17:30:00,5,2024-03-23 17:30:00,0.24,2024-03-23
5_2024-03-23 17:15:00,5,2024-03-23 17:15:00,0.23,2024-03-23
5_2024-03-23 17:00:00,5,2024-03-23 17:00:00,0.23,2024-03-23
5_2024-03-23 17:45:00,5,2024-03-23 17:45:00,0.22,2024-03-23
5_2024-03-23 16:45:00,5,2024-03-23 16:45:00,0.24,2024-03-23
5_2024-03-23 16:30:00,5,2024-03-23 16:30:00,0.24,2024-03-23
5_2024-03-23 16:00:00,5,2024-03-23 16:00:00,,2024-03-23
5_2024-03-23 16:15:00,5,2024-03-23 16:15:00,,2024-03-23
5_2024-03-23 15:30:00,5,2024-03-23 15:30:00,0.25,2024-03-23
5_2024-03-23 15:45:00,5,2024-03-23 15:45:00,0.25,2024-03-23
5_2024-03-23 15:15:00,5,2024-03-23 15:15:00,0.25,2024-03-23
5_2024-03-23 15:00:00,5,2024-03-23 15:00:00,0.25,2024-03-23
5_2024-03-23 14:15:00,5,2024-03-23 14:15:00,0.25,2024-03-23
5_2024-03-23 14:45:00,5,2024-03-23 14:45:00,0.26,2024-03-23
5_2024-03-23 14:30:00,5,2024-03-23 14:30:00,0.26,2024-03-23
5_2024-03-23 14:00:00,5,2024-03-23 14:00:00,0.26,2024-03-23
5_2024-03-23 13:30:00,5,2024-03-23 13:30:00,,2024-03-23
5_2024-03-23 13:45:00,5,2024-03-23 13:45:00,0.26,2024-03-23
5_2024-03-23 12:45:00,5,2024-03-23 12:45:00,0.27,2024-03-23
5_2024-03-23 13:00:00,5,2024-03-23 13:00:00,0.27,2024-03-23
5_2024-03-23 13:15:00,5,2024-03-23 13:15:00,0.26,2024-03-23
5_2024-03-23 12:30:00,5,2024-03-23 12:30:00,0.28,2024-03-23
5_2024-03-23 12:15:00,5,2024-03-23 12:15:00,0.28,2024-03-23
5_2024-03-23 12:00:00,5,2024-03-23 12:00:00,0.28,2024-03-23
5_2024-03-23 11:30:00,5,2024-03-23 11:30:00,0.28,2024-03-23
5_2024-03-23 11:45:00,5,2024-03-23 11:45:00,0.27,2024-03-23
5_2024-03-23 11:15:00,5,2024-03-23 11:15:00,0.28,2024-03-23
5_2024-03-23 11:00:00,5,2024-03-23 11:00:00,0.29,2024-03-23
5_2024-03-23 10:30:00,5,2024-03-23 10:30:00,0.28,2024-03-23
5_2024-03-23 10:15:00,5,2024-03-23 10:15:00,,2024-03-23
5_2024-03-23 10:45:00,5,2024-03-23 10:45:00,,2024-03-23
5_2024-03-23 08:30:00,5,2024-03-23 08:30:00,,2024-03-23
5_2024-03-23 08:00:00,5,2024-03-23 08:00:00,,2024-03-23
5_2024-03-23 07:00:00,5,2024-03-23 07:00:00,,2024-03-23
5_2024-03-23 06:30:00,5,2024-03-23 06:30:00,,2024-03-23
5_2024-03-23 05:15:00,5,2024-03-23 05:15:00,,2024-03-23
5_2024-03-23 04:45:00,5,2024-03-23 04:45:00,,2024-03-23
5_2024-03-23 04:15:00,5,2024-03-23 04:15:00,,2024-03-23
5_2024-03-23 02:15:00,5,2024-03-23 02:15:00,,2024-03-23
5_2024-03-23 00:00:00,5,2024-03-23 00:00:00,,2024-03-23
5_2024-03-23 02:30:00,5,2024-03-23 02:30:00,0.5,2024-03-23
5_2024-03-23 08:15:00,5,2024-03-23 08:15:00,0.36,2024-03-23
5_2024-03-23 04:00:00,5,2024-03-23 04:00:00,0.36,2024-03-23
5_2024-03-23 01:00:00,5,2024-03-23 01:00:00,0.72,2024-03-23
5_2024-03-23 02:45:00,5,2024-03-23 02:45:00,0.47,2024-03-23
5_2024-03-23 09:00:00,5,2024-03-23 09:00:00,0.33,2024-03-23
5_2024-03-23 07:30:00,5,2024-03-23 07:30:00,0.33,2024-03-23
5_2024-03-23 07:15:00,5,2024-03-23 07:15:00,0.33,2024-03-23
5_2024-03-23 04:30:00,5,2024-03-23 04:30:00,0.33,2024-03-23
5_2024-03-23 01:15:00,5,2024-03-23 01:15:00,0.66,2024-03-23
5_2024-03-23 03:00:00,5,2024-03-23 03:00:00,0.44,2024-03-23
5_2024-03-23 01:30:00,5,2024-03-23 01:30:00,0.63,2024-03-23
5_2024-03-23 10:00:00,5,2024-03-23 10:00:00,0.3,2024-03-23
5_2024-03-23 06:45:00,5,2024-03-23 06:45:00,0.3,2024-03-23
5_2024-03-23 05:30:00,5,2024-03-23 05:30:00,0.3,2024-03-23
5_2024-03-23 09:45:00,5,2024-03-23 09:45:00,0.3,2024-03-23
5_2024-03-23 01:45:00,5,2024-03-23 01:45:00,0.6,2024-03-23
5_2024-03-23 00:15:00,5,2024-03-23 00:15:00,0.85,2024-03-23
5_2024-03-23 03:30:00,5,2024-03-23 03:30:00,0.41,2024-03-23
5_2024-03-23 09:15:00,5,2024-03-23 09:15:00,0.32,2024-03-23
5_2024-03-23 05:45:00,5,2024-03-23 05:45:00,0.29,2024-03-23
5_2024-03-23 00:30:00,5,2024-03-23 00:30:00,0.8,2024-03-23
5_2024-03-23 08:45:00,5,2024-03-23 08:45:00,0.34,2024-03-23
5_2024-03-23 07:45:00,5,2024-03-23 07:45:00,0.34,2024-03-23
5_2024-03-23 05:00:00,5,2024-03-23 05:00:00,0.31,2024-03-23
5_2024-03-23 09:30:00,5,2024-03-23 09:30:00,0.31,2024-03-23
5_2024-03-23 03:15:00,5,2024-03-23 03:15:00,0.42,2024-03-23
5_2024-03-23 06:00:00,5,2024-03-23 06:00:00,0.28,2024-03-23
5_2024-03-23 06:15:00,5,2024-03-23 06:15:00,0.28,2024-03-23
5_2024-03-23 02:00:00,5,2024-03-23 02:00:00,0.56,2024-03-23
5_2024-03-23 03:45:00,5,2024-03-23 03:45:00,0.39,2024-03-23
5_2024-03-23 00:45:00,5,2024-03-23 00:45:00,0.78,2024-03-23
